处方类型,CV_ka,CV_V,样本量,试验编号,GMR (%),90% CI 低 (%),90% CI 高 (%),均值差 (log),SE,是否通过BE
优质处方,0.2,0.15,48,237,101.44,98.08,104.91,0.0143,0.0201,通过
优质处方,0.2,0.15,48,238,100.94,97.94,104.02,0.0093,0.0179,通过
优质处方,0.2,0.15,48,239,99.94,96.43,103.59,-0.0006,0.0213,通过
优质处方,0.2,0.15,48,240,103.04,99.91,106.28,0.03,0.0184,通过
优质处方,0.2,0.15,48,241,97.51,94.22,100.91,-0.0252,0.0204,通过
优质处方,0.2,0.15,48,242,100.6,96.63,104.74,0.006,0.024,通过
优质处方,0.2,0.15,48,243,102.56,98.3,107.0,0.0253,0.0253,通过
优质处方,0.2,0.15,48,244,104.34,100.52,108.32,0.0425,0.0223,通过
优质处方,0.2,0.15,48,245,98.21,95.02,101.51,-0.0181,0.0197,通过
优质处方,0.2,0.15,48,246,103.22,99.96,106.59,0.0317,0.0191,通过
优质处方,0.2,0.15,48,247,99.29,95.35,103.4,-0.0071,0.0241,通过
优质处方,0.2,0.15,48,248,98.38,94.64,102.25,-0.0164,0.023,通过
优质处方,0.2,0.15,48,249,100.41,96.11,104.9,0.0041,0.0261,通过
优质处方,0.2,0.15,48,250,99.19,95.37,103.17,-0.0081,0.0234,通过
优质处方,0.2,0.15,48,251,98.34,95.18,101.6,-0.0168,0.0195,通过
优质处方,0.2,0.15,48,252,97.39,93.84,101.08,-0.0264,0.0222,通过
优质处方,0.2,0.15,48,253,99.61,96.17,103.19,-0.0039,0.021,通过
优质处方,0.2,0.15,48,254,99.93,95.9,104.12,-0.0007,0.0245,通过
优质处方,0.2,0.15,48,255,101.36,97.21,105.69,0.0135,0.0249,通过
优质处方,0.2,0.15,48,256,97.35,93.64,101.21,-0.0268,0.0232,通过
优质处方,0.2,0.15,48,257,101.68,97.86,105.65,0.0167,0.0228,通过
优质处方,0.2,0.15,48,258,99.82,96.49,103.26,-0.0018,0.0202,通过
优质处方,0.2,0.15,48,259,101.56,97.81,105.46,0.0155,0.0225,通过
优质处方,0.2,0.15,48,260,98.37,95.44,101.4,-0.0164,0.018,通过
优质处方,0.2,0.15,48,261,100.89,97.85,104.04,0.0089,0.0183,通过
优质处方,0.2,0.15,48,262,101.72,98.32,105.25,0.0171,0.0203,通过
优质处方,0.2,0.15,48,263,99.38,95.93,102.95,-0.0062,0.0211,通过
优质处方,0.2,0.15,48,264,99.02,95.73,102.42,-0.0099,0.0201,通过
优质处方,0.2,0.15,48,265,98.78,95.1,102.6,-0.0123,0.0226,通过
优质处方,0.2,0.15,48,266,101.03,97.56,104.62,0.0103,0.0208,通过
优质处方,0.2,0.15,48,267,106.94,103.28,110.72,0.0671,0.0207,通过
优质处方,0.2,0.15,48,268,102.03,97.49,106.77,0.0201,0.0271,通过
优质处方,0.2,0.15,48,269,104.7,101.0,108.53,0.0459,0.0214,通过
优质处方,0.2,0.15,48,270,100.49,96.52,104.63,0.0049,0.024,通过
优质处方,0.2,0.15,48,271,108.09,104.05,112.28,0.0778,0.0227,通过
优质处方,0.2,0.15,48,272,100.38,96.86,104.03,0.0038,0.0213,通过
优质处方,0.2,0.15,48,273,102.3,98.59,106.15,0.0227,0.022,通过
优质处方,0.2,0.15,48,274,102.59,98.58,106.77,0.0256,0.0238,通过
优质处方,0.2,0.15,48,275,102.2,98.4,106.14,0.0218,0.0226,通过
优质处方,0.2,0.15,48,276,99.7,96.12,103.42,-0.003,0.0218,通过
优质处方,0.2,0.15,48,277,101.21,97.91,104.62,0.012,0.0198,通过
优质处方,0.2,0.15,48,278,100.85,96.42,105.48,0.0085,0.0268,通过
优质处方,0.2,0.15,48,279,99.42,95.32,103.69,-0.0058,0.0251,通过
优质处方,0.2,0.15,48,280,98.45,95.16,101.85,-0.0156,0.0203,通过
优质处方,0.2,0.15,48,281,101.1,97.91,104.4,0.011,0.0191,通过
优质处方,0.2,0.15,48,282,101.56,98.03,105.22,0.0155,0.0211,通过
优质处方,0.2,0.15,48,283,104.69,100.61,108.94,0.0459,0.0237,通过
优质处方,0.2,0.15,48,284,106.02,101.71,110.52,0.0585,0.0247,通过
优质处方,0.2,0.15,48,285,102.89,98.56,107.41,0.0285,0.0256,通过
优质处方,0.2,0.15,48,286,99.36,95.18,103.73,-0.0064,0.0256,通过
优质处方,0.2,0.15,48,287,101.68,97.22,106.35,0.0167,0.0268,通过
优质处方,0.2,0.15,48,288,101.58,97.66,105.66,0.0157,0.0235,通过
优质处方,0.2,0.15,48,289,102.23,97.54,107.15,0.0221,0.028,通过
优质处方,0.2,0.15,48,290,99.75,96.4,103.22,-0.0025,0.0204,通过
优质处方,0.2,0.15,48,291,104.62,100.0,109.45,0.0452,0.0269,通过
优质处方,0.2,0.15,48,292,106.78,103.24,110.43,0.0656,0.0201,通过
优质处方,0.2,0.15,48,293,103.49,99.56,107.57,0.0343,0.0231,通过
优质处方,0.2,0.15,48,294,99.93,95.94,104.09,-0.0007,0.0243,通过
优质处方,0.2,0.15,48,295,98.02,94.39,101.79,-0.02,0.0225,通过
优质处方,0.2,0.15,48,296,100.81,96.77,105.02,0.0081,0.0244,通过
优质处方,0.2,0.15,48,297,101.0,97.23,104.91,0.01,0.0227,通过
优质处方,0.2,0.15,48,298,98.43,94.29,102.75,-0.0158,0.0256,通过
优质处方,0.2,0.15,48,299,97.91,94.52,101.41,-0.0212,0.021,通过
优质处方,0.2,0.15,48,300,98.21,94.07,102.54,-0.018,0.0257,通过
优质处方,0.2,0.15,48,301,101.29,97.58,105.14,0.0128,0.0222,通过
优质处方,0.2,0.15,48,302,98.19,94.21,102.34,-0.0182,0.0247,通过
优质处方,0.2,0.15,48,303,101.65,97.72,105.74,0.0164,0.0235,通过
优质处方,0.2,0.15,48,304,102.24,98.0,106.66,0.0221,0.0252,通过
优质处方,0.2,0.15,48,305,100.06,96.25,104.02,0.0006,0.0231,通过
优质处方,0.2,0.15,48,306,104.31,100.11,108.68,0.0422,0.0245,通过
优质处方,0.2,0.15,48,307,110.12,105.78,114.64,0.0964,0.024,通过
优质处方,0.2,0.15,48,308,103.31,99.39,107.38,0.0325,0.023,通过
优质处方,0.2,0.15,48,309,101.69,97.82,105.71,0.0168,0.0231,通过
优质处方,0.2,0.15,48,310,100.1,96.1,104.27,0.001,0.0243,通过
优质处方,0.2,0.15,48,311,101.99,97.86,106.29,0.0197,0.0246,通过
优质处方,0.2,0.15,48,312,98.82,94.9,102.9,-0.0119,0.0241,通过
优质处方,0.2,0.15,48,313,102.44,98.82,106.19,0.0241,0.0215,通过
优质处方,0.2,0.15,48,314,99.1,95.31,103.05,-0.009,0.0233,通过
优质处方,0.2,0.15,48,315,103.35,100.08,106.72,0.0329,0.0192,通过
优质处方,0.2,0.15,48,316,99.15,94.84,103.66,-0.0085,0.0265,通过
优质处方,0.2,0.15,48,317,102.79,99.07,106.65,0.0275,0.022,通过
优质处方,0.2,0.15,48,318,99.14,95.48,102.94,-0.0086,0.0224,通过
优质处方,0.2,0.15,48,319,100.78,97.38,104.29,0.0077,0.0204,通过
优质处方,0.2,0.15,48,320,100.05,96.36,103.88,0.0005,0.0224,通过
优质处方,0.2,0.15,48,321,100.27,96.78,103.88,0.0027,0.0211,通过
优质处方,0.2,0.15,48,322,101.52,97.23,106.0,0.0151,0.0257,通过
优质处方,0.2,0.15,48,323,100.25,96.45,104.2,0.0025,0.023,通过
优质处方,0.2,0.15,48,324,102.73,99.43,106.14,0.027,0.0195,通过
优质处方,0.2,0.15,48,325,103.01,98.53,107.69,0.0296,0.0265,通过
优质处方,0.2,0.15,48,326,99.67,95.57,103.95,-0.0033,0.025,通过
优质处方,0.2,0.15,48,327,102.76,98.64,107.04,0.0272,0.0243,通过
优质处方,0.2,0.15,48,328,101.84,98.08,105.74,0.0182,0.0224,通过
优质处方,0.2,0.15,48,329,100.54,97.0,104.2,0.0053,0.0213,通过
优质处方,0.2,0.15,48,330,103.59,100.0,107.31,0.0353,0.021,通过
优质处方,0.2,0.15,48,331,100.07,96.43,103.85,0.0007,0.0221,通过
优质处方,0.2,0.15,48,332,101.43,97.55,105.46,0.0142,0.0233,通过
优质处方,0.2,0.15,48,333,98.29,94.11,102.65,-0.0172,0.0259,通过
优质处方,0.2,0.15,48,334,102.28,98.97,105.71,0.0225,0.0196,通过
优质处方,0.2,0.15,48,335,103.55,99.37,107.9,0.0349,0.0245,通过
优质处方,0.2,0.15,48,336,100.56,96.76,104.51,0.0056,0.023,通过
优质处方,0.2,0.15,48,337,99.47,95.16,103.97,-0.0053,0.0264,通过
优质处方,0.2,0.15,48,338,97.57,93.45,101.87,-0.0246,0.0257,通过
优质处方,0.2,0.15,48,339,100.54,96.95,104.26,0.0054,0.0217,通过
优质处方,0.2,0.15,48,340,98.99,95.38,102.74,-0.0101,0.0222,通过
优质处方,0.2,0.15,48,341,100.26,97.41,103.19,0.0026,0.0172,通过
优质处方,0.2,0.15,48,342,101.97,98.81,105.23,0.0195,0.0188,通过
优质处方,0.2,0.15,48,343,101.13,97.46,104.92,0.0112,0.022,通过
优质处方,0.2,0.15,48,344,101.95,98.12,105.93,0.0193,0.0228,通过
优质处方,0.2,0.15,48,345,101.46,97.68,105.39,0.0145,0.0226,通过
优质处方,0.2,0.15,48,346,100.42,96.66,104.34,0.0042,0.0228,通过
优质处方,0.2,0.15,48,347,104.08,99.86,108.48,0.04,0.0247,通过
优质处方,0.2,0.15,48,348,100.1,96.6,103.74,0.001,0.0213,通过
优质处方,0.2,0.15,48,349,99.06,95.86,102.36,-0.0095,0.0195,通过
优质处方,0.2,0.15,48,350,100.92,96.85,105.17,0.0092,0.0246,通过
优质处方,0.2,0.15,48,351,101.51,98.13,105.01,0.015,0.0202,通过
优质处方,0.2,0.15,48,352,102.05,98.32,105.92,0.0203,0.0222,通过
优质处方,0.2,0.15,48,353,100.03,95.98,104.26,0.0003,0.0246,通过
优质处方,0.2,0.15,48,354,101.03,97.35,104.84,0.0102,0.0221,通过
优质处方,0.2,0.15,48,355,102.79,99.76,105.91,0.0275,0.0178,通过
优质处方,0.2,0.15,48,356,96.19,92.97,99.51,-0.0389,0.0202,通过
优质处方,0.2,0.15,48,357,98.75,95.36,102.25,-0.0126,0.0208,通过
优质处方,0.2,0.15,48,358,100.42,97.1,103.86,0.0042,0.0201,通过
优质处方,0.2,0.15,48,359,100.45,96.98,104.04,0.0045,0.021,通过
优质处方,0.2,0.15,48,360,105.3,100.67,110.13,0.0516,0.0268,通过
优质处方,0.2,0.15,48,361,104.17,99.79,108.75,0.0409,0.0256,通过
优质处方,0.2,0.15,48,362,98.88,95.7,102.16,-0.0113,0.0195,通过
优质处方,0.2,0.15,48,363,102.42,98.14,106.9,0.0239,0.0255,通过
优质处方,0.2,0.15,48,364,99.01,95.53,102.63,-0.0099,0.0214,通过
优质处方,0.2,0.15,48,365,98.58,94.88,102.42,-0.0143,0.0228,通过
优质处方,0.2,0.15,48,366,104.8,100.64,109.13,0.0468,0.0241,通过
优质处方,0.2,0.15,48,367,102.96,99.16,106.91,0.0292,0.0224,通过
优质处方,0.2,0.15,48,368,102.18,99.02,105.45,0.0216,0.0187,通过
优质处方,0.2,0.15,48,369,100.59,97.2,104.1,0.0059,0.0204,通过
优质处方,0.2,0.15,48,370,97.2,93.85,100.67,-0.0284,0.0209,通过
优质处方,0.2,0.15,48,371,100.71,97.36,104.18,0.0071,0.0202,通过
优质处方,0.2,0.15,48,372,99.0,95.37,102.76,-0.0101,0.0223,通过
优质处方,0.2,0.15,48,373,101.2,97.68,104.86,0.012,0.0211,通过
优质处方,0.2,0.15,48,374,103.1,99.14,107.21,0.0305,0.0233,通过
优质处方,0.2,0.15,48,375,96.2,92.76,99.76,-0.0388,0.0217,通过
优质处方,0.2,0.15,48,376,99.83,96.01,103.8,-0.0017,0.0232,通过
优质处方,0.2,0.15,48,377,104.6,100.55,108.81,0.045,0.0235,通过
优质处方,0.2,0.15,48,378,97.87,93.55,102.39,-0.0215,0.0269,通过
优质处方,0.2,0.15,48,379,102.91,99.48,106.46,0.0287,0.0202,通过
优质处方,0.2,0.15,48,380,99.84,96.01,103.81,-0.0016,0.0233,通过
优质处方,0.2,0.15,48,381,99.83,95.13,104.75,-0.0017,0.0287,通过
优质处方,0.2,0.15,48,382,100.74,96.97,104.65,0.0073,0.0227,通过
优质处方,0.2,0.15,48,383,102.77,99.34,106.33,0.0274,0.0203,通过
优质处方,0.2,0.15,48,384,100.71,97.79,103.7,0.007,0.0175,通过
优质处方,0.2,0.15,48,385,99.95,96.46,103.56,-0.0005,0.0212,通过
优质处方,0.2,0.15,48,386,99.49,95.75,103.36,-0.0052,0.0228,通过
优质处方,0.2,0.15,48,387,98.21,94.73,101.83,-0.018,0.0215,通过
优质处方,0.2,0.15,48,388,101.46,97.83,105.23,0.0145,0.0217,通过
优质处方,0.2,0.15,48,389,102.1,97.66,106.74,0.0208,0.0265,通过
优质处方,0.2,0.15,48,390,102.15,97.83,106.67,0.0213,0.0258,通过
优质处方,0.2,0.15,48,391,104.6,100.47,108.9,0.045,0.024,通过
优质处方,0.2,0.15,48,392,101.62,97.76,105.64,0.0161,0.0231,通过
优质处方,0.2,0.15,48,393,100.44,97.16,103.84,0.0044,0.0198,通过
优质处方,0.2,0.15,48,394,101.67,97.92,105.55,0.0165,0.0223,通过
优质处方,0.2,0.15,48,395,100.48,96.36,104.78,0.0048,0.025,通过
优质处方,0.2,0.15,48,396,100.88,97.24,104.65,0.0087,0.0219,通过
优质处方,0.2,0.15,48,397,99.84,95.93,103.91,-0.0016,0.0238,通过
优质处方,0.2,0.15,48,398,104.35,101.18,107.62,0.0426,0.0184,通过
优质处方,0.2,0.15,48,399,101.01,96.91,105.29,0.0101,0.0247,通过
优质处方,0.2,0.15,48,400,97.48,93.89,101.2,-0.0255,0.0223,通过
优质处方,0.2,0.15,48,401,100.44,96.63,104.4,0.0044,0.023,通过
优质处方,0.2,0.15,48,402,103.1,99.3,107.03,0.0305,0.0223,通过
优质处方,0.2,0.15,48,403,99.75,96.25,103.38,-0.0025,0.0213,通过
优质处方,0.2,0.15,48,404,99.13,95.29,103.12,-0.0088,0.0236,通过
优质处方,0.2,0.15,48,405,101.7,98.78,104.7,0.0168,0.0174,通过
优质处方,0.2,0.15,48,406,101.23,97.39,105.22,0.0122,0.0231,通过
优质处方,0.2,0.15,48,407,100.55,97.18,104.04,0.0055,0.0203,通过
优质处方,0.2,0.15,48,408,99.34,95.88,102.92,-0.0067,0.0211,通过
优质处方,0.2,0.15,48,409,101.92,99.2,104.71,0.019,0.0161,通过
优质处方,0.2,0.15,48,410,104.39,100.57,108.35,0.0429,0.0222,通过
优质处方,0.2,0.15,48,411,103.23,99.3,107.32,0.0318,0.0231,通过
优质处方,0.2,0.15,48,412,98.44,94.92,102.08,-0.0158,0.0217,通过
优质处方,0.2,0.15,48,413,98.7,95.07,102.47,-0.0131,0.0223,通过
优质处方,0.2,0.15,48,414,100.0,96.29,103.86,0.0,0.0226,通过
优质处方,0.2,0.15,48,415,101.39,97.82,105.09,0.0138,0.0214,通过
优质处方,0.2,0.15,48,416,98.96,95.32,102.73,-0.0105,0.0223,通过
优质处方,0.2,0.15,48,417,100.55,97.22,103.99,0.0055,0.0201,通过
优质处方,0.2,0.15,48,418,102.7,98.68,106.89,0.0267,0.0238,通过
优质处方,0.2,0.15,48,419,103.67,100.09,107.38,0.0361,0.0209,通过
优质处方,0.2,0.15,48,420,98.56,94.87,102.39,-0.0145,0.0227,通过
优质处方,0.2,0.15,48,421,98.86,95.43,102.41,-0.0115,0.021,通过
优质处方,0.2,0.15,48,422,99.74,95.43,104.25,-0.0026,0.0264,通过
优质处方,0.2,0.15,48,423,97.48,94.35,100.72,-0.0255,0.0195,通过
优质处方,0.2,0.15,48,424,97.79,93.65,102.11,-0.0224,0.0258,通过
优质处方,0.2,0.15,48,425,98.15,94.39,102.05,-0.0187,0.0232,通过
优质处方,0.2,0.15,48,426,98.76,95.5,102.13,-0.0125,0.02,通过
优质处方,0.2,0.15,48,427,102.05,98.02,106.24,0.0203,0.024,通过
优质处方,0.2,0.15,48,428,97.47,94.34,100.71,-0.0256,0.0195,通过
优质处方,0.2,0.15,48,429,101.91,97.98,106.0,0.0189,0.0234,通过
优质处方,0.2,0.15,48,430,100.96,97.05,105.03,0.0096,0.0235,通过
优质处方,0.2,0.15,48,431,98.68,94.37,103.19,-0.0133,0.0266,通过
优质处方,0.2,0.15,48,432,99.72,96.55,102.99,-0.0028,0.0193,通过
优质处方,0.2,0.15,48,433,103.68,99.62,107.9,0.0361,0.0238,通过
优质处方,0.2,0.15,48,434,98.65,95.04,102.39,-0.0136,0.0222,通过
优质处方,0.2,0.15,48,435,99.35,95.23,103.64,-0.0066,0.0252,通过
优质处方,0.2,0.15,48,436,102.81,98.65,107.14,0.0277,0.0246,通过
优质处方,0.2,0.15,48,437,105.15,101.55,108.87,0.0502,0.0207,通过
优质处方,0.2,0.15,48,438,99.81,95.54,104.27,-0.0019,0.0261,通过
优质处方,0.2,0.15,48,439,98.82,94.82,102.99,-0.0119,0.0246,通过
优质处方,0.2,0.15,48,440,104.26,99.7,109.02,0.0417,0.0266,通过
优质处方,0.2,0.15,48,441,97.77,94.81,100.83,-0.0225,0.0184,通过
优质处方,0.2,0.15,48,442,97.72,94.18,101.38,-0.0231,0.0219,通过
优质处方,0.2,0.15,48,443,101.14,97.71,104.7,0.0114,0.0206,通过
优质处方,0.2,0.15,48,444,103.44,99.75,107.26,0.0338,0.0216,通过
优质处方,0.2,0.15,48,445,102.28,97.96,106.79,0.0226,0.0257,通过
优质处方,0.2,0.15,48,446,101.49,97.72,105.4,0.0148,0.0226,通过
优质处方,0.2,0.15,48,447,99.2,95.23,103.34,-0.008,0.0244,通过
优质处方,0.2,0.15,48,448,100.12,95.29,105.19,0.0012,0.0294,通过
优质处方,0.2,0.15,48,449,103.42,99.57,107.43,0.0337,0.0226,通过
优质处方,0.2,0.15,48,450,100.75,97.14,104.5,0.0075,0.0218,通过
优质处方,0.2,0.15,48,451,101.43,98.27,104.7,0.0142,0.0189,通过
优质处方,0.2,0.15,48,452,103.17,99.44,107.03,0.0312,0.0219,通过
优质处方,0.2,0.15,48,453,102.44,98.01,107.07,0.0241,0.0263,通过
优质处方,0.2,0.15,48,454,102.49,98.8,106.32,0.0246,0.0218,通过
优质处方,0.2,0.15,48,455,103.11,99.22,107.16,0.0307,0.023,通过
优质处方,0.2,0.15,48,456,99.33,95.85,102.95,-0.0067,0.0213,通过
优质处方,0.2,0.15,48,457,100.31,96.34,104.45,0.0031,0.0241,通过
优质处方,0.2,0.15,48,458,102.77,99.29,106.38,0.0274,0.0205,通过
优质处方,0.2,0.15,48,459,102.3,98.12,106.66,0.0227,0.0249,通过
优质处方,0.2,0.15,48,460,101.7,98.25,105.28,0.0169,0.0206,通过
优质处方,0.2,0.15,48,461,100.65,96.72,104.75,0.0065,0.0238,通过
优质处方,0.2,0.15,48,462,100.19,96.0,104.56,0.0019,0.0255,通过
优质处方,0.2,0.15,48,463,105.56,101.49,109.8,0.0541,0.0235,通过
优质处方,0.2,0.15,48,464,101.08,97.1,105.21,0.0107,0.0239,通过
优质处方,0.2,0.15,48,465,103.29,98.97,107.79,0.0323,0.0254,通过
优质处方,0.2,0.15,48,466,102.67,99.44,105.99,0.0263,0.019,通过
优质处方,0.2,0.15,48,467,107.36,103.75,111.1,0.071,0.0204,通过
优质处方,0.2,0.15,48,468,101.5,97.44,105.73,0.0148,0.0243,通过
优质处方,0.2,0.15,48,469,100.21,96.53,104.04,0.0021,0.0223,通过
优质处方,0.2,0.15,48,470,102.4,98.87,106.06,0.0237,0.0209,通过
优质处方,0.2,0.15,48,471,98.89,95.51,102.39,-0.0112,0.0207,通过
优质处方,0.2,0.15,48,472,96.16,92.44,100.03,-0.0391,0.0235,通过
优质处方,0.2,0.15,48,473,99.91,96.68,103.25,-0.0009,0.0196,通过
优质处方,0.2,0.15,48,474,100.37,95.69,105.29,0.0037,0.0285,通过
优质处方,0.2,0.15,48,475,98.47,94.6,102.5,-0.0154,0.0239,通过
优质处方,0.2,0.15,48,476,99.66,96.31,103.12,-0.0034,0.0204,通过
优质处方,0.2,0.15,48,477,100.54,96.57,104.68,0.0054,0.024,通过
优质处方,0.2,0.15,48,478,99.79,96.34,103.37,-0.0021,0.021,通过
优质处方,0.2,0.15,48,479,99.25,94.92,103.78,-0.0075,0.0266,通过
优质处方,0.2,0.15,48,480,96.89,94.14,99.72,-0.0316,0.0171,通过
优质处方,0.2,0.15,48,481,102.36,98.46,106.42,0.0233,0.0232,通过
优质处方,0.2,0.15,48,482,98.02,94.69,101.46,-0.02,0.0206,通过
优质处方,0.2,0.15,48,483,99.54,95.84,103.37,-0.0046,0.0225,通过
优质处方,0.2,0.15,48,484,101.57,98.13,105.13,0.0156,0.0205,通过
优质处方,0.2,0.15,48,485,99.92,96.46,103.5,-0.0008,0.021,通过
优质处方,0.2,0.15,48,486,102.2,98.36,106.19,0.0218,0.0228,通过
优质处方,0.2,0.15,48,487,100.6,97.15,104.18,0.006,0.0208,通过
优质处方,0.2,0.15,48,488,102.2,98.59,105.94,0.0218,0.0214,通过
优质处方,0.2,0.15,48,489,100.66,96.92,104.55,0.0066,0.0226,通过
优质处方,0.2,0.15,48,490,98.78,95.01,102.7,-0.0123,0.0232,通过
优质处方,0.2,0.15,48,491,103.85,100.7,107.1,0.0378,0.0184,通过
优质处方,0.2,0.15,48,492,104.62,100.53,108.88,0.0452,0.0238,通过
优质处方,0.2,0.15,48,493,105.63,100.87,110.62,0.0548,0.0275,通过
优质处方,0.2,0.15,48,494,97.53,93.86,101.35,-0.025,0.0229,通过
优质处方,0.2,0.15,48,495,100.73,97.27,104.32,0.0073,0.0209,通过
优质处方,0.2,0.15,48,496,95.57,92.29,98.96,-0.0453,0.0208,通过
优质处方,0.2,0.15,48,497,95.55,92.42,98.79,-0.0455,0.0199,通过
优质处方,0.2,0.15,48,498,98.24,94.36,102.29,-0.0177,0.024,通过
优质处方,0.2,0.15,48,499,101.82,97.88,105.91,0.018,0.0235,通过
优质处方,0.2,0.15,48,500,101.65,98.15,105.27,0.0164,0.0209,通过
优质处方,0.2,0.15,60,1,97.48,94.09,101.0,-0.0255,0.0212,通过
优质处方,0.2,0.15,60,2,99.53,96.08,103.1,-0.0047,0.0211,通过
优质处方,0.2,0.15,60,3,98.18,95.01,101.46,-0.0184,0.0196,通过
优质处方,0.2,0.15,60,4,96.79,93.71,99.96,-0.0327,0.0193,通过
优质处方,0.2,0.15,60,5,106.64,103.07,110.33,0.0643,0.0203,通过
优质处方,0.2,0.15,60,6,101.56,98.18,105.05,0.0155,0.0202,通过
优质处方,0.2,0.15,60,7,101.0,97.82,104.27,0.0099,0.0191,通过
优质处方,0.2,0.15,60,8,98.67,95.81,101.61,-0.0134,0.0176,通过
优质处方,0.2,0.15,60,9,101.42,98.28,104.67,0.0141,0.0189,通过
优质处方,0.2,0.15,60,10,100.58,97.43,103.84,0.0058,0.0191,通过
优质处方,0.2,0.15,60,11,98.63,95.2,102.19,-0.0137,0.0212,通过
优质处方,0.2,0.15,60,12,102.6,99.22,106.1,0.0257,0.02,通过
优质处方,0.2,0.15,60,13,100.42,96.33,104.67,0.0041,0.0248,通过
优质处方,0.2,0.15,60,14,99.68,96.27,103.22,-0.0032,0.0208,通过
优质处方,0.2,0.15,60,15,96.53,93.24,99.93,-0.0353,0.0207,通过
优质处方,0.2,0.15,60,16,102.65,99.38,106.02,0.0261,0.0193,通过
优质处方,0.2,0.15,60,17,98.17,95.05,101.39,-0.0185,0.0193,通过
优质处方,0.2,0.15,60,18,102.18,98.93,105.54,0.0216,0.0194,通过
优质处方,0.2,0.15,60,19,98.53,94.68,102.54,-0.0148,0.0239,通过
优质处方,0.2,0.15,60,20,104.24,100.6,108.02,0.0416,0.0213,通过
优质处方,0.2,0.15,60,21,98.5,95.61,101.49,-0.0151,0.0179,通过
优质处方,0.2,0.15,60,22,98.53,95.64,101.52,-0.0148,0.0179,通过
优质处方,0.2,0.15,60,23,101.57,98.43,104.81,0.0156,0.0188,通过
优质处方,0.2,0.15,60,24,102.49,99.22,105.86,0.0246,0.0194,通过
优质处方,0.2,0.15,60,25,100.29,97.08,103.6,0.0029,0.0195,通过
优质处方,0.2,0.15,60,26,104.64,101.2,108.2,0.0453,0.02,通过
优质处方,0.2,0.15,60,27,100.99,97.51,104.6,0.0099,0.021,通过
优质处方,0.2,0.15,60,28,104.99,101.47,108.63,0.0487,0.0204,通过
优质处方,0.2,0.15,60,29,102.08,98.09,106.24,0.0206,0.0239,通过
优质处方,0.2,0.15,60,30,100.25,96.73,103.89,0.0025,0.0214,通过
优质处方,0.2,0.15,60,31,102.42,98.96,105.99,0.0239,0.0205,通过
优质处方,0.2,0.15,60,32,99.48,96.29,102.77,-0.0052,0.0195,通过
优质处方,0.2,0.15,60,33,101.23,97.84,104.74,0.0123,0.0204,通过
优质处方,0.2,0.15,60,34,101.7,98.19,105.33,0.0168,0.021,通过
优质处方,0.2,0.15,60,35,101.01,97.64,104.5,0.0101,0.0203,通过
优质处方,0.2,0.15,60,36,100.03,96.8,103.36,0.0003,0.0196,通过
优质处方,0.2,0.15,60,37,105.15,101.85,108.56,0.0502,0.0191,通过
优质处方,0.2,0.15,60,38,100.28,96.59,104.1,0.0028,0.0224,通过
优质处方,0.2,0.15,60,39,102.11,98.77,105.56,0.0209,0.0199,通过
优质处方,0.2,0.15,60,40,100.33,96.72,104.08,0.0033,0.0219,通过
优质处方,0.2,0.15,60,41,100.66,97.06,104.39,0.0066,0.0218,通过
优质处方,0.2,0.15,60,42,102.6,98.59,106.77,0.0257,0.0238,通过
优质处方,0.2,0.15,60,43,103.6,99.74,107.61,0.0354,0.0227,通过
优质处方,0.2,0.15,60,44,101.62,98.25,105.1,0.016,0.0202,通过
优质处方,0.2,0.15,60,45,101.66,98.3,105.15,0.0165,0.0202,通过
优质处方,0.2,0.15,60,46,100.8,97.8,103.89,0.0079,0.0181,通过
优质处方,0.2,0.15,60,47,100.31,96.98,103.76,0.0031,0.0202,通过
